attrib_name	TCGA.2J.AAB1	TCGA.2J.AAB4	TCGA.2J.AAB6	TCGA.2J.AAB8	TCGA.2J.AAB9	TCGA.2J.AABA	TCGA.2J.AABE	TCGA.2J.AABF	TCGA.2J.AABH	TCGA.2J.AABI	TCGA.2J.AABK	TCGA.2J.AABO	TCGA.2J.AABP	TCGA.2J.AABR	TCGA.2J.AABT	TCGA.2J.AABU	TCGA.2J.AABV	TCGA.2L.AAQA	TCGA.2L.AAQE	TCGA.2L.AAQI	TCGA.2L.AAQJ	TCGA.2L.AAQL	TCGA.2L.AAQM	TCGA.3A.A9I5	TCGA.3A.A9I7	TCGA.3A.A9I9	TCGA.3A.A9IB	TCGA.3A.A9IC	TCGA.3A.A9IH	TCGA.3A.A9IJ	TCGA.3A.A9IL	TCGA.3A.A9IN	TCGA.3A.A9IO	TCGA.3A.A9IR	TCGA.3A.A9IS	TCGA.3A.A9IU	TCGA.3A.A9IV	TCGA.3A.A9IX	TCGA.3A.A9IZ	TCGA.3A.A9J0	TCGA.3E.AAAY	TCGA.3E.AAAZ	TCGA.F2.6879	TCGA.F2.6880	TCGA.F2.7273	TCGA.F2.7276	TCGA.F2.A44G	TCGA.F2.A44H	TCGA.F2.A7TX	TCGA.F2.A8YN	TCGA.FB.A4P5	TCGA.FB.A4P6	TCGA.FB.A545	TCGA.FB.A5VM	TCGA.FB.A78T	TCGA.FB.A7DR	TCGA.FB.AAPP	TCGA.FB.AAPQ	TCGA.FB.AAPS	TCGA.FB.AAPU	TCGA.FB.AAPY	TCGA.FB.AAPZ	TCGA.FB.AAQ0	TCGA.FB.AAQ1	TCGA.FB.AAQ2	TCGA.FB.AAQ3	TCGA.FB.AAQ6	TCGA.H6.8124	TCGA.H6.A45N	TCGA.H8.A6C1	TCGA.HV.A5A3	TCGA.HV.A5A4	TCGA.HV.A5A5	TCGA.HV.A5A6	TCGA.HV.A7OL	TCGA.HV.A7OP	TCGA.HV.AA8V	TCGA.HV.AA8X	TCGA.HZ.7289	TCGA.HZ.7918	TCGA.HZ.7919	TCGA.HZ.7920	TCGA.HZ.7922	TCGA.HZ.7923	TCGA.HZ.7924	TCGA.HZ.7925	TCGA.HZ.7926	TCGA.HZ.8001	TCGA.HZ.8002	TCGA.HZ.8003	TCGA.HZ.8005	TCGA.HZ.8315	TCGA.HZ.8317	TCGA.HZ.8519	TCGA.HZ.8636	TCGA.HZ.8637	TCGA.HZ.8638	TCGA.HZ.A49G	TCGA.HZ.A49H	TCGA.HZ.A49I	TCGA.HZ.A4BH	TCGA.HZ.A4BK	TCGA.HZ.A77O	TCGA.HZ.A77P	TCGA.HZ.A77Q	TCGA.HZ.A8P0	TCGA.HZ.A8P1	TCGA.HZ.A9TJ	TCGA.IB.7644	TCGA.IB.7645	TCGA.IB.7646	TCGA.IB.7647	TCGA.IB.7649	TCGA.IB.7651	TCGA.IB.7652	TCGA.IB.7654	TCGA.IB.7885	TCGA.IB.7886	TCGA.IB.7887	TCGA.IB.7888	TCGA.IB.7889	TCGA.IB.7890	TCGA.IB.7891	TCGA.IB.7893	TCGA.IB.7897	TCGA.IB.8126	TCGA.IB.8127	TCGA.IB.A5SO	TCGA.IB.A5SP	TCGA.IB.A5SQ	TCGA.IB.A5SS	TCGA.IB.A5ST	TCGA.IB.A6UF	TCGA.IB.A6UG	TCGA.IB.A7LX	TCGA.IB.A7M4	TCGA.IB.AAUM	TCGA.IB.AAUN	TCGA.IB.AAUO	TCGA.IB.AAUP	TCGA.IB.AAUQ	TCGA.IB.AAUR	TCGA.IB.AAUS	TCGA.IB.AAUT	TCGA.IB.AAUU	TCGA.IB.AAUV	TCGA.IB.AAUW	TCGA.L1.A7W4	TCGA.LB.A7SX	TCGA.LB.A8F3	TCGA.LB.A9Q5	TCGA.M8.A5N4	TCGA.OE.A75W	TCGA.PZ.A5RE	TCGA.Q3.A5QY	TCGA.Q3.AA2A	TCGA.RB.A7B8	TCGA.RB.AA9M	TCGA.RL.AAAS	TCGA.S4.A8RM	TCGA.S4.A8RO	TCGA.S4.A8RP	TCGA.US.A774	TCGA.US.A776	TCGA.US.A779	TCGA.US.A77E	TCGA.US.A77G	TCGA.US.A77J	TCGA.XD.AAUG	TCGA.XD.AAUH	TCGA.XD.AAUI	TCGA.XD.AAUL	TCGA.XN.A8T3	TCGA.XN.A8T5	TCGA.YB.A89D	TCGA.YH.A8SY	TCGA.YY.A8LH	TCGA.Z5.AAPL
hsa-mir-487b	3.6367	4.3997	4.3008	3.5344	3.8044	3.891	4.0118	4.7184	4.5549	3.499	5.384	3.9663	2.0204	4.8947	2.6663	3.2905	4.1705	3.6784	3.3464	5.1163	3.7785	4.2398	9.8069	5.0396	3.6634	4.1678	3.6011	3.996	4.5701	9.889	1.101	6.6526	4.86	8.7243	7.4714	2.6343	7.1187	3.6409	3.4071	3.3389	4.0874	3.1093	3.2098	3.1708	5.0914	4.0879	3.3951	4.0864	3.8548	3.3756	4.6102	3.9187	3.5617	4.4995	3.2305	3.1862	2.989	4.581	4.1881	4.1162	3.9795	2.4177	3.3756	4.3257	5.6603	3.6486	3.526	4.0381	5.1507	4.1249	3.3834	4.2936	4.9348	2.9438	2.9153	1.0313	3.7828	3.8728	6.5729	4.1768	3.8181	5.2755	3.4417	4.8596	3.5939	4.1673	4.5245	4.9666	4.5187	4.6162	3.5527	3.9381	4.3097	4.1628	4.1133	5.5666	4.4195	4.3959	4.0287	3.2908	5.1594	3.9399	3.43	3.0773	3.5409	2.9469	3.7586	3.4296	3.4767	4.3158	3.2385	4.5917	4.1431	3.32	4.0224	4.2149	3.6443	3.5147	3.0619	4.8104	3.5421	4.771	4.4372	4.1263	5.9985	4.3192	3.5451	4.2382	4.2634	5.044	3.0454	3.7651	2.981	3.3848	2.6712	3.7114	4.1876	3.9179	3.2745	3.6057	4.0439	3.729	4.5049	3.9907	3.6547	4.4639	4.8944	3.1972	3.4675	4.5848	3.6723	3.0334	3.2377	3.326	2.6892	3.122	3.9963	5.3054	4.1036	3.5404	4.2884	4.1237	3.5995	2.3238	4.9724	3.9737	3.572	4.8964	5.193	6.178	4.2511	3.3438	4.9085	4.5794	4.2434	3.6311	3.4544	1.7448
hsa-mir-488	0.5894	0	0.782	0	0.2824	0.2536	0	0.5635	0.2928	0	0.7704	0.4699	0	0.5387	0.1439	0.4064	0.5336	0	0	0	0.1501	1.0829	1.166	0.7696	0.32	1.1806	0	0	0.3611	4.8031	3.377	0.9441	3.492	0.5222	3.4299	0.1164	2.1789	1.4001	0.2972	0	0.5305	0	0	0.4857	0.6796	0.292	0	0.8166	0	0	0.559	0.5835	0.3169	1.2334	0	0.4772	0	0.312	0	0	0.2287	0	0.3182	0.4909	0.7195	0.4061	0.3445	0.7299	0.1962	0.2472	0.2692	0.2485	0.229	0	0	0	0	0.2016	0	0	0	1.386	0	1.5525	0.3526	0	0.2722	0.4919	0	0	0	0.3839	0	2.0154	0.4219	0.5904	0.3886	0.419	1.5436	0	0.5883	0	0	0.1347	0	0	0.6062	0	0	0.5209	0	0.572	0	0	0.2517	0	0.261	0	0	0.2618	0.199	0.4755	0.2143	0	0.2682	0.8467	0.1584	0	0.2861	1.1807	0	0.3425	0	0.2543	0	0	0.3173	0.4773	0	0.8315	0.3731	1.444	0.6089	1.3017	0	0.8368	0.8937	0	0.3166	0.211	0.758	0	0	0	0	0	0	0.7031	0.5485	0	0	0	0.2491	0.4481	0.4936	0	0.489	0.2733	0	0.9809	0.3534	0	0	0.6446	0.2733	0	0.2057	0
hsa-mir-489	0.8805	0.2105	0.3102	1.2855	0.2824	0	0.435	0.5635	0	0.2916	0.6129	0.4699	0	0	0	0.2174	1.2282	0	0	0.3492	0.2861	0.4	2.6162	0.2341	0.9951	0	0	0	0	0	0.6531	2.1132	0.2026	0.1958	0	0.1164	2.5946	0	0	0.2609	0.2895	0.264	0	0	0.2022	0.1041	0.3471	0	0	0.3925	0.3064	0.5835	0	0.2546	0.183	0.1772	0.6584	0.5684	0	0.2879	0.2287	0	0.3182	0	0.2816	0.2173	0.8553	0.1297	0.1962	0	0	0	0.4266	0.3833	0	0	0.3167	0.2016	1.557	0	0	0	0	0	0	0	0.2722	0.4919	0.2186	0	0.3508	0.2047	0	0.082	0.2263	0.8143	0	0	0	0	0	0	0	0	0.2219	0	0.6062	0	0	0	0	0	0.6738	0	0	0	0.261	0	0	0	0	0.1343	0	0	0.2682	0	0	0.5521	0	0	0	0	0.3933	0.2543	0.1907	1.0878	0	0	0.2544	0	0.1986	0.2811	0	0.9832	0.5497	0.3945	0.1928	0.3027	0.3166	0.3951	0	0	0.487	0.4373	0	0.2664	0.2869	0.2104	0	0.3734	0.4258	0.2496	0	0	0	0	0.2651	0	0.1905	0	0.1875	0.2726	0.6056	0.46	0	0	0.5457	0
hsa-mir-490	1.3299	0	0	0.1772	0.899	0.2536	0	0	0	0.2916	1.1603	3.2238	0	0.5387	6.4583	4.1764	2.0472	0	0	0.6302	1.3423	1.2856	0.2085	0.4355	3.8238	0.8156	0.9831	1.9774	0.3611	0.3969	0.544	1.0764	0	0	0.3155	0.3243	1.8156	1.5422	0	0	0.7369	5.9172	0	0.4857	0.2022	0.9799	0	0	0	0	0.7738	2.6208	0	1.2334	0.3454	5.5941	1.8489	0	0	0.2879	0	0	0.4544	0.4909	0.5171	0.4061	0	0.8095	0	0.8053	0	0	0.229	0	0	0	0	0.3785	0.7202	0	0.9531	1.0821	0	1.9181	2.7087	0.4215	3.3118	0	0.4084	0	2.574	0.2971	3.7688	3.8124	0.2263	1.1789	5.396	0.2247	2.1735	1.3013	0.3239	1.1896	0.2895	5.2957	0.2219	0.2531	0	0	2.8515	2.0913	0	0.7906	0.2612	0	0.2517	0.4696	0	0	0.7563	0.2618	1.3098	0.1343	0.2143	0	1.0155	0.677	0	0.3905	0	0.8414	0	0.8512	0	0	0	0	0.9885	0.4773	0.2544	0.3333	0.1986	1.751	0.433	0.5738	0.5497	0.5575	1.1002	0.3027	1.1551	0	0	1.2059	0	0.2351	0	0	0.2869	0.3051	1.5112	0.1987	0	0	0.4615	0.7895	0	0	0.6827	0	1.5036	1.4777	0.3534	0	0	2.1309	0	0	0	0
hsa-mir-491	1.0067	1.5286	1.2864	1.2855	0.7212	0.9714	0.6115	1.5417	1.2328	1.3608	1.7197	0.9248	2.1083	2.0597	0.6082	1.2025	1.4804	1.0942	0.7269	2.3528	0.9907	1.3772	1.519	1.0406	0.9951	1.1806	1.4637	1.9774	1.8883	3.4139	1.559	2.6263	2.4254	1.207	2.366	0.9442	1.0936	1.7903	1.2464	1.1305	1.5849	1.0028	1.6917	2.6331	1.1397	0.8661	1.0622	1.4732	1.3009	1.3579	1.9408	1.3193	1.981	0.8255	0.4914	0.6066	1.9603	1.8701	1.4009	0.7333	1.1392	1.0017	0.8983	1.9402	1.1974	0.7226	1.2318	1.7039	1.4584	0.8053	2.2302	1.6173	1.2486	1.3342	1.3447	1.0313	0.7961	1.1375	1.8439	1.1233	0.9531	1.386	0.2919	1.4919	1.0755	0.5936	1.1674	2.3967	1.2072	2.1606	0	1.5761	1.8181	1.2657	1.5203	1.3316	1.7961	1.124	2.8206	1.3013	1.005	0.8226	1.2224	1.4138	0.9981	0.6556	0.8346	1.857	1.3851	0.9028	1.039	1.1482	1.2564	1.1772	1.5392	1.1072	1.256	0.9166	0.2983	1.2587	0.9164	1.411	1.833	0.8351	0.4943	1.583	1.3266	1.5185	1.0681	1.2782	1.1893	0.3425	1.4456	1.4515	0.7711	2.0339	1.1571	1.3609	0.2544	1.2012	1.6163	1.0534	1.0358	2.365	0.5497	0.8368	1.4414	1.3974	0.9867	0.9598	1.0262	0.9856	1.0028	0.4373	1.3726	0.2664	2.1763	1.1738	1.1087	1.0243	1.3477	0.9593	1.5285	1.6715	1.0143	1.2841	1.9351	0.503	1.2702	1.3911	0.874	1.0286	1.9839	1.5249	0.9551	1.501	1.4254	0.4771
hsa-mir-492	0	0	0	0.1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1164	0	0	0.9374	0	0	0	0.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2691	0	0	0	0.1679	0	0.5171	0	0	0	0	0	0	0.2485	0	0	0.4698	0	0	0	0	0	0.2476	0	0	0	0	0.2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1343	0	0.3349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6802	0.2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1431	0	0	0
hsa-mir-493	4.5977	4.7921	4.8492	4.8822	4.4432	4.8511	4.6799	4.7443	4.3788	5.0558	4.7035	4.4709	3.1941	5.0005	2.947	4.7477	4.3073	4.9734	4.8824	5.2365	4.8835	4.9925	3.9506	5.1439	4.663	4.3932	5.063	5.3783	4.7409	5.0157	1.176	4.6768	2.1594	7.5194	4.0568	4.1056	4.3773	4.6305	5.2502	3.8948	4.9746	4.6142	4.382	2.5369	4.8189	4.8112	4.2235	4.7756	4.9341	4.8335	5.1515	5.1112	4.8824	5.243	4.7748	4.4097	3.7785	5.0596	5.8584	4.9862	4.6665	3.8776	4.4253	5.0804	4.8044	4.6092	4.0094	5.1736	5.1269	5.3963	4.5584	4.3873	5.0958	4.3875	4.8242	2.8606	4.7295	5.0023	7.4842	4.5718	4.3554	4.885	4.536	4.5969	3.9955	5.4458	5.4177	5.3293	4.7468	4.7872	4.5589	4.7945	5.2027	3.7573	4.6798	4.4248	4.4807	4.734	5.2729	4.2631	5.0757	4.3373	4.6049	4.1883	4.8872	4.3616	4.7043	3.7943	4.9831	4.3775	4.2426	4.7435	4.7006	4.0675	4.7303	4.7838	4.448	4.878	3.897	5.1706	4.2173	5.0577	4.8832	5.3007	4.5904	5.0328	4.4669	5.4039	4.5055	4.3561	4.8664	4.9796	4.6334	4.3	3.8504	4.5203	4.9549	4.8499	4.6717	5.3305	4.8744	5.018	6.0082	4.8981	4.5541	5.7918	5.3739	4.6466	4.3668	5.1431	4.219	4.3417	4.6377	4.7178	4.2258	4.3552	4.9606	5.3505	5.3662	4.5054	4.8137	4.6211	4.944	4.1501	5.2294	4.9772	4.5968	5.4922	5.2636	4.8536	5.1294	4.5652	4.9658	5.5431	5.253	5.5844	4.355	3.0783
hsa-mir-494	1.5938	1.9945	1.9554	1.6879	1.5586	1.3433	0.7688	2.1193	1.7972	1.883	1.795	1.1912	1.0137	1.6027	1.0347	2.0324	0.5336	1.2399	1.5682	2.1892	2.0254	1.1878	3.4734	1.6389	1.9926	0.8156	2.4576	1.876	1.5806	4.6014	0.1564	3.5733	1.0393	4.8538	2.8787	0.9442	3.9056	1.6716	1.5008	1.1305	1.9593	1.6819	1.6917	0.8484	0.5373	1.3621	1.6673	2.265	1.3009	2.2484	2.1085	1.6599	1.981	1.7296	1.1488	1.5005	0.6584	1.6657	2.6153	1.5789	1.9711	1.0017	1.3108	1.148	2.7233	1.912	0	1.6181	1.8568	2.5507	1.7914	1.7841	2.2583	2.2177	1.3447	0.4308	1.4427	1.8875	3.8352	0.6683	1.2082	1.5782	0.7422	1.143	0.6357	1.2372	1.5206	1.8642	0.8624	2.0305	0.8685	1.1989	2.703	0.8633	1.0138	1.3316	0.6944	1.3314	1.9534	1.0328	2.095	1.3432	1.585	1.4658	2.3189	1.3414	1.6272	0.3085	1.252	0	0.7074	0.7906	1.8398	0.8386	0.9658	0.9243	1.577	0.7362	0.5454	1.4806	0.9164	0.7924	0.8487	1.6279	1.0155	2.1994	0.4309	0.9505	1.3422	2.1648	1.3184	1.3829	1.1723	1.7282	1.1838	1.4267	1.6845	0.8353	1.4517	1.4952	1.6163	2.519	2.7605	2.4318	1.5135	2.255	1.8375	1.5199	0.7959	2.1587	1.6198	2.2988	0.8505	1.3747	1.8064	1.6918	1.5753	2.0221	1.2557	1.1254	1.2469	2.1981	1.6199	0.4481	1.2797	1.8841	1.1442	2.1168	2.0378	1.3911	1.8627	1.4137	1.919	2.7296	1.9711	1.3935	1.6533	0.4771
hsa-mir-495	3.8368	4.2881	4.643	3.5666	3.7358	3.6023	3.8274	4.2234	4.1046	3.96	4.538	3.6933	2.6667	4.0149	2.377	3.5924	4.704	4.2427	3.6206	4.535	4.0886	4.0016	7.9983	4.3739	3.3834	4.1054	3.9131	4.4659	3.596	8.0102	1.8152	5.6642	3.2845	6.7877	5.8009	2.8681	6.0558	4.5819	4.1269	3.3103	4.2812	3.6374	3.2098	2.3227	2.9577	3.3075	3.3573	4.8912	4.386	3.286	4.4319	3.9345	3.3694	3.3597	2.4136	3.247	3.8952	4.581	4.4676	4.4288	3.7593	3.0904	2.9381	3.9628	4.6395	3.111	3.3464	4.5766	4.2305	3.9264	4.0342	3.7651	4.7162	3.2041	2.76	1.2581	3.5304	3.6837	5.503	3.2092	3.3989	4.4981	3.1815	3.6963	4.2476	3.814	4.3296	4.545	3.9292	4.3145	3.5185	3.857	4.9474	2.8602	3.7624	3.8224	4.1699	4.0593	4.6218	3.2278	4.0537	4.1207	2.7608	2.9183	3.7691	3.2957	4.3265	3.1485	3.5062	3.2775	2.8735	3.4561	3.1599	3.0989	3.2011	3.4258	3.5	2.8507	2.5702	4.114	3.2598	3.0983	3.7542	3.9176	3.5136	4.2145	3.2953	3.2784	3.7783	3.7561	2.4546	3.2992	2.9225	2.4922	3.0368	3.8863	4.7591	3.8011	3.0578	4.2817	3.7277	4.3475	5.1057	4.0343	3.8529	4.8336	4.6118	3.8621	3.1056	4.3598	3.8556	3.8799	2.5407	3.0764	2.6375	3.4241	3.9354	3.9417	3.5972	3.2128	4.2236	4.0267	3.7282	3.4375	3.537	3.4656	3.4706	3.8429	4.221	4.5481	3.9218	3.4575	4.6434	5.2114	4.2031	3.8091	3.2135	2.8621
hsa-mir-496	2.4703	2.6647	2.5353	2.7827	2.6296	2.1567	2.6094	2.5307	2.7282	3.1072	3.0416	2.7603	1.8268	3.1204	1.7255	2.5154	3.4391	2.5277	2.885	3.2464	2.4871	1.764	7.261	3.465	2.3844	2.7166	2.9703	2.7243	3.0198	7.4682	0.6531	4.1401	2.6499	6.2999	5.7882	1.671	5.3059	2.4968	3.0566	1.8387	2.5024	2.7703	1.5885	1.138	3.2363	3.134	1.0622	2.6029	2.7143	2.795	2.6875	2.4989	2.3718	1.7296	1.3913	2.5447	1.9603	2.482	3.1364	2.6039	2.0329	1.5872	1.6876	2.3373	3.4194	1.8483	1.7772	2.8498	2.3853	2.1257	2.408	2.4626	2.4521	1.4986	1.3447	1.2581	3.0212	2.6781	4.882	2.6103	1.9983	3.1609	3.0313	2.8883	2.7087	3.3925	4.2373	3.3129	2.7845	1.7286	1.679	2.6103	4.0141	1.5799	2.796	2.7417	3.0468	1.7481	2.1735	2.2527	3.0962	2.1975	1.9594	2.2685	2.7338	2.3836	2.1358	1.2812	2.1552	2.5851	1.8202	2.92	2.7977	2.2098	2.479	3.2425	2.7553	2.4431	1.562	2.9195	2.2319	2.9329	2.95	2.9133	3.0628	2.885	2.8141	2.2418	1.7709	2.3101	1.648	2.1648	1.0683	1.5497	1.4307	1.2672	2.152	2.6981	2.3901	2.9062	2.6915	3.6814	3.6896	2.2213	2.2358	3.7122	3.1007	2.1706	1.4424	2.2571	2.0391	2.1997	1.2663	1.6435	2.3468	2.649	1.4646	3.7862	3.512	2.2304	2.0914	2.0741	2.7747	1.8277	2.0214	2.0179	1.5932	2.1845	3.2436	3.4461	2.5157	2.4793	2.2176	3.6166	2.3708	2.6526	1.3406	1.7448
hsa-mir-497	5.2093	5.7364	5.0295	4.0828	4.1588	5.2292	4.7382	5.3791	4.6868	4.9236	5.2365	4.349	5.5185	5.1824	4.8102	4.3125	4.704	4.359	5.2296	5.2259	4.9464	4.6325	3.1076	4.5028	4.5142	4.7733	4.2005	3.9717	5.1051	3.0502	4.4337	5.3349	3.7562	3.2377	3.9003	3.7205	3.6253	5.2012	3.8114	4.3382	5.12	4.2981	4.2014	4.7124	5.1957	4.9042	4.4378	4.5905	4.4647	4.258	5.9607	4.8946	5.0415	5.144	4.803	4.3462	4.3486	5.2638	4.5832	5.3796	4.7332	4.1186	5.01	5.148	5.3146	4.5098	5.383	4.3222	5.5952	4.5269	4.6556	5.1836	5.3603	3.4648	4.2837	3.1704	4.5293	4.4983	3.1325	4.5954	4.6417	5.4247	4.4349	5.4198	5.1086	5.2475	4.7966	5.5704	5.3431	5.3882	3.0758	5.1935	5.5239	4.3892	5.8514	4.7705	4.659	4.8979	5.0548	5.3338	5.2191	4.0104	4.143	4.4433	4.7865	4.4654	5.4189	4.8407	3.9333	5.0427	3.9593	4.9393	5.0849	4.5861	5.4177	4.6648	4.9239	4.1411	3.0217	5.9699	4.6754	4.9015	5.1009	3.8408	4.9271	5.3191	4.444	5.1995	5.5086	4.9136	3.6466	4.5553	4.1889	4.257	3.223	5.1427	5.1474	4.5453	3.8767	4.8741	5.1022	5.272	5.4324	4.6954	5.1518	5.4569	5.5646	3.8851	4.7943	4.4352	5.0045	4.0317	4.5164	4.0967	5.1034	4.0892	4.2675	5.3026	4.5363	5.2338	4.8909	4.9904	4.6727	4.4437	5.6249	4.8574	5.3339	5.3738	5.3157	5.0144	5.4511	3.775	4.8136	4.8093	4.8135	3.5582	5.2571	5.8537
hsa-mir-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439	0	0	0	0	0	0.1501	0	0.2085	0	0	0	0.2574	0	0	0	0	0	0	0	0	0.1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3064	0	0	0	0	0	0	0	0.2691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0.5496	0.419	0	0	0	0	0	0	0.2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0	0	0	0	0	0	0
hsa-mir-499	0.2243	0	0	0.4773	0.2824	0	0	0	0	0.7417	0.436	0	0.8191	0.5387	0.3946	0.2174	0	0.932	0	0.3492	0.4104	0.7128	0.3907	0.2341	0.5817	0.5914	0	0	0.1918	1.0761	0.6531	0.4538	0.5383	0.3683	0.9838	0.2241	0.8123	0.3485	0	0	0	0	0	0	0.3794	0.292	0	0.8166	0	0	0.559	0	0	0	0	0.1772	0.9011	0	0	0	0.2287	0.2229	0.4544	0.4909	0	0	0.3445	0.2487	0.9061	0	0	0	0.4266	0.2043	0	0.7621	0	0.2016	0.4046	0.2587	0.2476	0	0	0	0.3526	0.4215	0	0	0.4084	0	0.3508	0.106	0	0.3703	0.4219	0	0.3886	0	0.3997	0	0	0	0.5305	0.1347	0.2219	0.4683	0	0.3085	0	0	0.2761	0.3142	0	0.3954	0.2517	0.1741	0	0	0	0	0.199	0.1343	0	0	0	0.2626	0.1584	0.2084	0.2861	0	0	0	0.21	0.2543	0.1907	0.8829	0.7975	0	0.4705	0	0.1986	0	0	0.793	0	0.2107	0.515	0.3027	2.3005	0.211	0	0	0.264	0	0.2952	0	0.2869	0.2104	0	0.1987	0.5993	0.2496	0	0	0	0	0.8535	0.2733	0	0.7217	0	0.2726	0.6056	0	0.2733	0.4924	0.2057	1.1215
hsa-mir-500a	7.2675	7.485	7.1181	6.9479	7.4062	6.8688	7.1383	7.8832	7.3229	6.1247	7.6261	6.8386	7.9943	7.7384	6.4839	5.8069	6.6296	7.1307	6.6754	7.4707	7.0935	7.2612	6.7295	6.422	6.8668	7.3319	7.315	6.606	7.0611	8.0287	7.9259	7.1923	7.8901	5.9421	7.5431	6.0395	6.7529	7.8588	6.1682	6.4401	7.7436	6.5006	8.2963	6.369	7.5998	6.6582	7.3157	7.8044	7.0621	7.242	7.8545	8.4646	6.9435	7.7146	7.0873	7.246	7.1625	6.9042	6.851	7.3279	7.6247	6.2289	6.0207	7.8122	7.5602	6.6344	6.663	5.6551	8.0135	8.2627	6.8891	8.2756	7.7913	7.2151	7.5041	8.7772	7.1133	7.5295	8.4201	7.4801	7.2751	7.2578	7.206	7.1778	8.3562	7.3831	7.7752	7.5206	7.6196	7.2051	5.8436	6.9102	7.4762	6.5244	7.78	7.9132	7.7823	7.9425	8.5125	8.1426	8.4086	8.6934	7.0957	7.5272	7.8218	7.2651	7.3433	6.7459	7.2767	8.0719	6.3613	7.8481	7.6794	6.8174	7.6035	6.3242	7.236	6.6403	6.8053	7.8468	7.4323	6.1913	8.2738	6.4726	7.7669	7.785	7.3411	7.8303	8.3056	7.7167	6.9779	8.2019	6.6911	6.8152	6.075	7.3911	7.2967	7.2363	6.3124	7.4691	6.0967	7.8526	8.0601	7.6084	7.3474	7.604	7.6012	8.2702	7.5677	7.4542	7.1774	8.2764	7.244	7.2412	8.1539	7.2057	7.5186	7.5533	7.6391	6.844	6.9612	7.7708	8.2942	10.1093	8.1159	7.6069	7.1018	8.3467	7.3532	7.4253	7.1242	6.6826	7.6655	8.2103	7.1178	6.6736	7.4355	7.9919
hsa-mir-500b	3.0992	2.5914	2.992	2.1791	2.2902	1.8065	2.3354	3.1896	2.912	2.1245	2.7325	2.5862	2.9779	3.0031	1.7706	1.301	2.33	3.3004	2.6417	3.2042	2.7449	3.0616	2.2424	2.4342	2.9456	3.3026	2.8966	2.9405	2.679	3.2555	4.2891	3.3561	3.5489	1.3781	3.6424	2.447	2.6536	3.1127	1.613	1.8387	3.205	2.1418	3.6804	2.2024	2.1569	1.521	2.6249	3.1891	2.5795	3.3756	3.177	3.5607	2.4387	3.0592	2.2592	2.0483	2.6333	2.2817	2.8793	2.705	2.8449	1.1173	2.1555	1.9402	2.9414	1.3926	1.6589	2.0699	2.9175	3.3445	2.1657	2.8106	2.4521	2.6611	3.1208	4.2015	1.1553	2.7442	3.7682	1.9067	1.9983	2.3494	1.2298	2.4195	3.4182	2.2935	2.8541	1.6935	2.3006	2.7624	1.7979	2.2889	3.0616	1.3673	2.4374	2.7417	2.7145	3.1014	3.8802	3.9085	3.2183	3.4243	2.4448	1.9771	3.1396	2.0907	3.6427	1.2812	1.6194	2.2968	1.5353	2.92	2.3129	1.6086	2.0843	2.3149	1.9172	1.873	2.0759	2.626	2.32	1.3843	2.497	1.745	1.6994	2.4306	2.4658	2.3774	3.5271	2.6012	2.8879	3.2992	2.4711	2.3898	1.5745	3.6801	2.9798	2.6081	1.9606	3.5103	1.9823	3.4454	4.0359	4.4272	3.6279	2.8965	3.5337	2.9581	3.3334	2.9585	3.2162	2.4787	2.2675	2.6977	2.7391	2.5526	2.3729	3.2917	2.3356	2.6593	3.2862	2.7369	2.9608	5.1391	3.025	2.6741	3.7338	2.774	2.8784	2.3839	2.6809	2.4793	2.8939	2.9905	2.6114	2.5054	3.2371	3.0783
